tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at
'2043669043542958522',@LindaKe74197084 yes CIA are the biggest traffickers in the world. that’s how they find their black ops,en,Reply,0,4,1,0,154,4/13/2026
'2043665636560089458',@Andywarski i hear he's filing strikes on channels now that call him out.  @TheQuartering  Is literally PROVING he's a cuckold,en,Reply,0,7,0,0,402,4/13/2026
'2043657867459194890',"FBI Agent Exposes Taliban Glizzy’s Heist Ring From: @MatthewCoxITC FOLLOW Him!
https://t.co/HD45ihiul1",en,Reply,0,3,1,0,2940,4/13/2026
'2043657624277688380',"@tteeee333 i agree. there was blood for all the people claiming there was no blood, however for that kind of a wound there  should be significantly more.",en,Reply,0,6,0,0,2036,4/13/2026
'2043657384782864462',@del_jeannie yeah same here. he was wearing a flesh color bandage onhis left side of his neck.,en,Reply,0,4,0,1,2934,4/13/2026
'2043657141823668613',@RightInWA He was absolutely set up as the Patsy. the text are fake and Baron has proven that already.,en,Reply,0,23,0,0,1613,4/13/2026
'2043656888428925298',"@wopperjrs it is on just hard to see with that angle, however i do believe he was lying about being on facetime. i think he was actually watching video from one of the drones that were there",en,Reply,0,8,0,1,1895,4/13/2026
'2043656423020663289',@HenryDickens7 yes. same pics,en,Reply,0,5,0,1,1957,4/13/2026
'2043656335410020517',"not a palm pistol, high powered supersonic rifle was fired, but that was just a distraction. Something projected from the explosion under his shirt did hit his necklace. i believe that is why he wasn't hit directly in the chest like they had planned and instead the object was deflected into his neck.",en,Reply,0,12,0,4,1450,4/13/2026
'2043655407416045888',@Lucy_and_Dexter doesn't happen. thats why,en,Reply,0,11,0,0,2384,4/13/2026
'2043653951157862599',"🔥BARON'S BOMBSHELL'S: Baron Coleman UNLOADS AtThe Level Of ""Cognitive Dissonance"" With The SHILLS Pushing The: ""Fed Slop"" 🤔

Stop what you are doing and watch this clip from last night’s podcast. Baron Coleman just absolutely dismantled the official narrative being pushed by TPUSA and their army of ""shills,"" and he did it with cold, hard receipts. 🔥

If you still believe the lone gunman story, your cognitive dissonance is about to be shattered.

🕵️‍♂️ Baron's Bombshells: Dismantling the Timeline
Baron didn't just criticize; he brought the heat. Here is what he exposed about the ""New TPUSA"" narrative:

The Faked Doorbell Cam Time: Remember that ""8:07 AM"" photo of Tyler Robinson published by the New York Post? Baron used a shadow calculator and proved that based on the length of the shadow, that picture was taken AFTER 10:00 AM. They are lying about the time of day to fit their narrative, and when Baron called them out, they predictably panicked and ""savaged"" him instead of addressing the facts.

The Miranda Smoking Gun: Baron has physical legal documents in his possession. ONE says Tyler was arrested by Agent Brian Davis at 10:00 PM. ANOTHER document confirms Tyler was Mirandaized and interrogated at 6:25 PM on the same day.
The Problem for the Feds: You cannot be Mirandaized and interrogated unless you are ALREADY in custody. This proves Tyler was in custody hours earlier than the official story claims.

The Faked Texts: Because Tyler was proven to be in custody earlier, the text messages supposedly sent by Tyler later that night are physically impossible. They are FAKES, manufactured to frame a patsy.

🚄 The Railroading of a Patsy

""They just Totally ignore it... the reduction mechanism is just to ignore any evidence to the contrary."" — Baron Coleman
The ""New TPUSA"" and their media allies are so committed to the ""Official Fed Slop"" that they are actively ignoring verifiable legal documents. They refuse to answer simple logistical questions: How did Brian Davis drive 3.5 hours from Salt Lake City to St. George by 10:00 PM unless they knew Tyler was in custody hours earlier?

The cognitive dissonance on that side is not just strong; it's total. They are ignoring the 10:00 PM arrest document because it completely destroys the text message timeline they used to charge Tyler.

🤯 The Real Fear: Tyler Robinson Lived

Baron drops the ultimate theory: Much like Lee Harvey Oswald and Thomas Matthew Crooks, Tyler Robinson was never supposed to make it out alive. A dead patsy is a closed case.
Tyler, sensing he was being set up, was smart enough to turn himself in to a trusted sheriff for protection before the ""thugs and criminals"" could silence him permanently. This wasn't a ""voluntary surrender"" out of guilt; it was a desperate race for survival.

The other side is wrong, Baron is right, and the official story is a provable lie.

FOLLOW @baroncoleman and watchhis full episode linked below. SHARE this everywhere. The Kirk legacy is being tarnished by the very people claiming to protect it. 👇",en,Tweet,152,1090,319,22,85402,4/13/2026
'2043653954702119334',Did They Have Other Plans for Tyler Robinson? - #96 From: @baroncoleman FOLLOW Him! https://t.co/jzKyaWeutX,en,Reply,0,21,7,2,2978,4/13/2026
'2043549204933492813',"@TonySeruga @TonySeruga Were any of those 16 Israeli registered cell phones anywhere near Fort Huachuca on September 8th, 9th, or 10th? Or the AES Plant explosion in TN on October 10th?",en,Reply,0,359,43,4,9238,4/13/2026
'2043547923481243693',"Tony Seruga is saying that the NSA has a giant secret data center in Utah nicknamed Bumblehive. This place sucks up enormous amounts of phone data from everywhere. 

Because of something he calls “cross-pollination” (basically, all the little bits of data from your calls, texts, locations, apps, Wi-Fi connections, and even your old phones mixing together like pollen in a beehive), their super-advanced secret computer programs can do something scary: Even if you buy a cheap “burner” phone (one of those disposable phones people get to try to stay anonymous), after you use it normally for about 30–60 days, the NSA’s system can figure out — with almost 100% certainty — exactly who you are and link it to every phone you’ve ever owned before.

In other words: Burner phones don’t actually protect your identity for very long anymore. The NSA can eventually connect the dots and know it’s really you using it. 

Why is he saying this now?
He posted this as a follow-up to his earlier claim that raw GPS data showed 44 foreign phones (Israeli, Chinese, Russian, Iranian) were right near Charlie Kirk when he was assassinated in Utah last September. Now he’s pointing out that even those foreign-registered phones can be traced back to their real owners using this Bumblehive tech — and that 4 of the 16 Israeli registered phones present at UVU the day Charlie Kirk was assassinated—just showed up in Pakistan the same fancy hotel as high level peace talks we're taking place with the US, Israel and Iran. 

He’s basically warning: “Don’t think these phones stayed anonymous — the NSA already knows who was carrying them.”  It’s all about how modern surveillance makes true anonymity almost impossible once you use a phone for a month or two.",en,Tweet,442,1214,357,30,82790,4/13/2026
'2043506829481672995',This is huge and confirms what many of us have suggested that there were 2 separate bangs at play. i believe the explosion was the kill shot and the rifle being fired was merely to set up a patsy and mask the audio of the explosion and make it sound like charlie was actually hit with a 30.06. I will be doing a live in the coming days with some others to explain this is greater detail. stay tuned.,en,Tweet,0,394,88,13,17361,4/12/2026
'2043219256280576462',"🚨Erika Kirk Just Made A New LEGAL Maneuver In Tyler Robinson Case—Is She WORRIED About the TRUTH Coming Out? ⚖️🏛️

The narrative is crumbling, and the Non ""Grieving Widow"" knows it. 

Yesterday, April 11th, Erika Kirk filed a massive new motion in the Tyler Robertson case. While the mainstream media will tell you she’s just a ""grieving widow"" taking an interest, those of us in the investigation community know exactly what time it is: Damage Control.

The ""Celebrity Fixer"" Moves In
Erika isn't just watching from the sidelines anymore. She has officially petitioned the 4th District Court of Utah to bring in Jeffrey Adam Neiman—a high-powered, Florida-based ""celebrity lawyer"" known for representing big names like Logan Paul.

Why does a simple murder case need a superstar attorney from across the country? Because we are winning. Our community has been systematically picking apart the ""official"" story. We’ve exposed the manufactured evidence. We’ve highlighted the lies. And now, suddenly, Erika needs a ""hands-on"" role with a legal shark by her side.

 Why Now? (The Railroading Continues)
Let’s look at the pattern. We already know her history:
She already pushed for a Speedy Trial, clearly hoping to rush Tyler Robertson to a verdict before the real evidence could be scrutinized.

She’s been vocal about wanting Cameras in the Courtroom, likely to ensure she can play the role of the ""martyr widow"" for the Fox News cameras one last time.

But this new motion—to have her own personal interests represented directly in the trial—is a desperate pivot. It signals that the prosecution’s narrative is weak, and she’s stepping in to ensure the ""script"" stays on track.

The fact that she wants to be ""hands-on"" now—while showing zero interest in the investigation and zero genuine anger toward the man accused—tells you everything you need to know about who she thinks actually belongs in that courtroom.

The April 17th Showdown
Tyler Robertson’s next hearing is less than a week away. This is an evidentiary hearing where they’ll decide on those cameras and microphones. Erika wants the spotlight, but she also wants to ensure the evidence we’ve unearthed—evidence that proves Tyler couldn't have done this—never sees the light of day.

They are writing the script as they go... they are going to try to double down and manufacture more evidence. 

We aren't going away, Erika. You can bring in all the Florida lawyers you want, but you can't litigate away the truth.

Is this ""hands-on"" motion a sign that she’s scared of what we’ve found? Or is she just preparing for her next big ""performance""? Sound off in the comments. 👇",en,Tweet,0,1877,527,79,133596,4/12/2026
'2043247888088621278',@5X5AM @baroncoleman @researcherdaisy believe me i am well aware. His mission is very obviously damage control and try to patch the all the prosecution's leaks.,en,Reply,0,8,2,1,672,4/12/2026
'2043247288873517273',@Lucy_and_Dexter i agree. it has all been intentional to taint the Jury.,en,Reply,0,13,1,1,913,4/12/2026
'2043247074280386956',@stonedelta1966 those are fake text. sorry Charlie.,en,Reply,0,53,0,0,864,4/12/2026
'2043246966302241276',"@Bully2wooly @MrsErikaKirk No i agree, but they lawyer she hired is a damn good one and has zero morals. He is the lawyer that got Logan Paul off legally after scamming his audience a zillion times.",en,Reply,0,6,1,1,769,4/12/2026
'2043246525631877300',"@MuppetMasher @Lucy_and_Dexter i know right. when she says hands on, i guess she means she wants to flip the switch on the electric chair and be the actual one to kill him. I bet she'd actually get off on that. She's a sick puppy",en,Reply,0,31,2,2,1013,4/12/2026
'2043190217062891958',"Great Article About My Post On Erika Kirk By International Business Times UK. 🔥👇
https://t.co/lY9s7pjoQ0",en,Tweet,0,81,21,10,5354,4/12/2026
'2043245904082141459',@MatthewSWagner you and me both. i was a lot happier just posting my MAGA content and flying under the radar.,en,Reply,0,4,0,0,147,4/12/2026
'2043245682878795965',"@JGlasseir thanks so much. I've had a few of my post covered in mainstream news from the CK investigation actually. I really could care less about the recognition part, but it's great that some of this stuff is breaking out into the mainstream news where normies will see it.",en,Reply,0,7,0,0,250,4/12/2026
'2043244831154086088',"🚨 Another TPUSA ""Make Heaven Crowded"" Tour Stop Canceled After Church Mutiny! 🫢

The house of cards is falling, guys. We have some massive updates on the First Baptist Orlando fallout, and it’s a total disaster for  Erika Kirk and the shell of an organization she’s currently running.

What was supposed to be a massive tour stop for the ""Make Heaven Crowded"" tour has been SCRUBBED from both the TPUSA website and the church’s social media. But the real story is what happened behind the scenes.

We have conflicting reports from insiders:

The Official Narrative: TPUSA claims they canceled due to a ""misalignment of values.""

The Inside Scoop: My sources tell us the Church pulled the plug after a massive staff walkout and overwhelming backlash from the congregation. However, to save face and prevent further PR damage to Erika Kirk, they allegedly negotiated a deal to let TPUSA claim they were the ones who walked away.

Either way, the result is the same: WE ARE WINNING. 📉

A Nationwide Rejection:
This isn't just one church. The backlash against the ""New TPUSA"" is spreading like wildfire:

We are seeing massive protests at churches, high schools and colleges. Parishioners and students alike are successfully opposing new tour stops, new chapters, and existing chapters are decoupling and dissolving—just like we saw at the University of Arkansas.

They are realizing that this is NOT the TPUSA Charlie Kirk built. The organization has done a 180-degree turn, abandoning Charlie’s legacy in favor of a performative, Christian-nationalist veneer that doesn't hold water.

The Erika Factor: 
The public is tired of the inauthenticity. From her provable pathological lying to her total lack of genuine grief following Charlie's death, Erika Kirk has become a liability that even the most loyal donors can no longer ignore.

💸 Hemorrhaging Money & Support:
TPUSA is bleeding. They are losing donors, losing chapters, and losing their grip on the movement. Every canceled stop and dissolved chapter hits their bank account where it hurts.

They refuse to answer the real questions:

What really happened to Charlie?

Where is the money going?

Where is Charlie's DOGE style audit, that he commissioned just before his death??

They are trying to write the script as they go, but the public isn't buying the tickets anymore. Charlie worked his life to build a movement, and in a matter of months, the current leadership has tarnished it beyond recognition.

Keep the pressure on! The truth is coming out, and the ""TPUSA Empire"" is shaking at the foundation.",en,Tweet,234,3537,906,188,86221,4/12/2026
'2043163819753562279',@CAMELCASTOff @Andywarski @chrispavlovski @TheQuartering Attack Of Poopy Pants Jeremy... 💩 https://t.co/KibWRXXnnz,en,Reply,0,5,2,1,2875,4/11/2026
'2043163404710420568',"@CAMELCASTOff @Andywarski @chrispavlovski @TheQuartering Big time. Jeremy has never been for free speech to be honest and is the smoking gun proof. Rules for thee but not for me. Straight up, he's the biggest Hypocrite i know.",en,Reply,0,2,0,0,151,4/11/2026
'2043161066033541468',This is Spot On! Listen Up Sheeple...,en,Tweet,0,23,3,1,2163,4/11/2026
'2043155236169085222',@JackPosobiec why did you remove the audio you POS,en,Reply,0,14,0,2,2754,4/11/2026
'2043153996530020664',"CRINGE: Newly Resurfaced Video Shows Erika Kirk Playing Dress Up As A Fireman In A Scottsdale Firehouse.🚒👩‍🚒

In 2019, Erika and Tracey Martin headed down to a Scottsdale fire station on Christmas Day. The narrative? A saintly sister bringing Christmas to her ""hero"" stepbrother on duty. The photos show the whole squad: Erika, her mother, her stepfather, her stepbrother, and Tracey.

Erik Kirk can then be seen trying on her step brothers turn out gear. 

For Those of us investigating her past and the Charlie Kirk's death, this is another plot point on the Erika Kirk timeline. 

The more we uncover and track her past, the easier it becomes to unwind her lies. 

Credit: @Desiree661 FOLLOW Her!",en,Tweet,0,347,69,97,93514,4/11/2026
'2043145292871319646',"HOW IRONIC: So Trump Says Brigitte Macron Is Prettier Than Candace—Erika Kirk’s ""Eww, Eww, Eww"" Say It All.🤢

Watch Charlie Kirk’s own wife, Erika Kirk, back when she hosted “The Buzz,” absolutely eviscerate Trump for the most unhinged, locker-room trans rant you’ve ever heard.

He’s out here getting pressed by Gloria Allred about a transgender Miss Universe contestant and his classy, presidential response is: “I think Gloria would be very, very impressed with it.”
(Translation: “Wanna see my junk?”)

Ew. EW. The man couldn’t even talk about a trans issue without immediately offering to whip it out.

But yeah… keep telling us how “pretty” Brigitte Macron is, Donald. The same Brigitte the entire internet swears is a man.

Does anyone else see the pattern? It’s almost as if the man has a ""type,"" and that type involves a very confusing trip to the doctor's office.

Irony this thick should come with a warning label.😂

Credit: @Desiree661 FOLLOW Her!",en,Tweet,383,721,169,53,107610,4/11/2026
'2043147551205900475',@POV_Redhead more like she's has been a thirty fame whore her whole life.,en,Reply,0,52,0,0,1705,4/11/2026
'2043121070287253953',@RealCandaceO Exactly,en,Reply,0,35,3,0,1876,4/11/2026
'2043105082560942493',"🚨PROOF: Israeli Cell Phones Linked to Charlie Kirk's Assassination Just Surfaced At The Islamabad Serena Hotel— Where Iran Peace Talks Are Happening Right Now😱

I told you this went deeper than Utah. I told you the ""official narrative"" was a lie. We just got a massive breakthrough that links the ASSASSINATION of Charlie Kirk directly to the highest levels of global power.

🔍 THE LEAKED DATA:
We have been tracking 16 Israeli registered cell phones that were pinged at UVU the moment the shots were fired. FOUR of those phones have just been traced to the Islamabad Serena Hotel in Pakistan.

Why does this matter?
Because as we speak, Vice President JD Vance, Jared Kushner, and top Iranian Leaders are at that EXACT hotel for high-stakes peace talks. 🏛️🤝

🛑 CONNECT THE DOTS:
This isn't a foreign exchange student. These devices are moving in the same circles as the negotiators deciding the fate of the Middle East.

The same people purportedly negotiating ""peace"" in Pakistan were present at the scene of the crime in Orem.

The ""Accident"" Narrative is DEAD: You don't have four high-level Israeli-linked devices at a murder scene and then at a secret diplomatic summit by ""coincidence.""

🎙️ THE BIG QUESTION:
Was Charlie removed because he was about to expose the very people sitting in that hotel room today? 🕵️‍♂️⚖️

The FBI is cropping videos, Discord logs are being faked, and now the tracking data leads straight to the Serena Hotel. They aren't just hiding a killer; they are hiding a global operation.

WHO IS REALLY RUNNING THE SHOW?

Source: Data obtained via independent SIGINT tracking.
(Image of tracked phones is a recreation and NOT real)

👇 SHARE THIS. The receipts are piling up.

From: @TonySeruga FOLLOW Him!",en,Tweet,0,8777,4303,223,343658,4/11/2026
'2043120448112660693',@SneakyKitty88 @RealCandaceO @baroncoleman @IanCarrollShow @RealAlexJones i agree,en,Reply,0,23,0,1,5383,4/11/2026
'2043107095361339438',"@RealAlexJones You made a mistake bro. the fact that you owned it and apologized, show you are good man whose heart is in the right place. I am glad to have you back on the right side of history. Let's nail these bastards to the wall for killing Charlie Kirk! 💪",en,Reply,0,1480,49,25,24483,4/11/2026
'2042942836652249330',"🚨EXPOSED: The Spectacular Fall Of THE INTERNET'S BIGGEST SNOWFLAKE @TheQuartering —He Just Got A Smaller Channel NUKED To Hide His Degenerate SCANDALS😱

This situation with The Quartering and Kino Casino is a massive ""mask-off"" moment for the YouTube commentary community. Taking down a channel that provides for an editor’s family—after apologizing and claiming a ""moment of weakness""—is a brutal look, especially for someone who built an empire on ""Free Speech"" and anti-cancel culture rhetoric.

Jeremy Hambly has officially reached the ""DarkSidePhil"" stage of his career. 📉🤮

Bragging about getting Kino Casino banned because they hurt your feelings? That’s not ""Free Speech,"" Jeremy. That’s a Gay Op.

You attack everyone from @AOC  to @RealCandaceO, but you can’t handle a clip channel showing your own drunken admissions? That channel wasn't even owned by them, they made ZERO dollars from it—It was their editor's channel. You took away an editor's livelihood because you're ashamed of the ""Jubal"" situation.

The internet doesn't forget. @TeamYouTube please restore the @kinocasinoclips  and @Andywarski  channels. Don't let a ""God Emperor"" weaponize your TOS to hide his own scandals.

SHAME ON YOU!!!!

Everyone please RT and tag @Teamyoutube and ask them to fix this. 💪💪💪

CC: @PoweroftheTruth",en,Tweet,67,1101,175,31,63255,4/11/2026
'2043087868541678011',@DasDposting @YellowFlashGuy @TheQuartering quartering would try to fuck it. he's into horse porn,en,Reply,0,0,0,0,102,4/11/2026
'2042974975829680262',@oshtheviking @conorsaintlouis @TheQuartering Jeremy will be the first to fall too,en,Reply,0,0,0,0,88,4/11/2026
'2042974846343057895',@RPascucci88 @conorsaintlouis @TheQuartering i know. that is when i started felting him myself.,en,Reply,0,3,0,0,122,4/11/2026
'2042974622728040851',@TEMPLERTV @conorsaintlouis @TheQuartering me too.,en,Reply,0,4,0,0,131,4/11/2026
'2042967619230130231',"🚨There is a lot of REALLY Important information in this THREAD Related To The Charlie Kirk Case. For Example Did You KNOW AHUD BURAK has ties to Orem Police? Through An Israeli Surveillance Tech Company Called Carbyne? 

@RealCandaceO @baroncoleman",en,Tweet,0,109,39,0,5953,4/11/2026
'2042952609556828385',"🚨BREAKING: New wide-angle footage proves the FBI and TMZ lied about the ""Tyler Robinson"" timeline— Why is the FBI Cropping the Evidence? 🧐

We are witnessing a ""stunning break from reality"" in the official investigation into the tragedy of Charlie Kirk. For months, we were fed a narrative—a tightly cropped, carefully curated ""truth"" provided by the FBI and their scribes at TMZ. But as we've learned, much of this narrative is based on outright lies or deception. 

Purportedly brand new, uncropped wide-angle footage of the infamous doorbell camera has surfaced, and it is a total game changer. We were told the suspect was just a pedestrian ""walking"" through the neighborhood. The full frame proves that was a lie.

He doesn't just walk. He stops. He lingers behind a bush like a predator waiting for a signal. Shady doesn't even begin to describe it. He then pivots off the sidewalk and heads down a driveway, directly toward the backyard. 

You can also clearly see the limp.

🛑 THE PATTERN OF DECEPTION:
This isn't an isolated incident; it's a protocol. Just yesterday, we saw footage of a doorbell cam showing the roof of a car and two people who got in it—footage that was also intentionally cropped to hide the coordination.

 Baron also proved the confession messages from ""zealous_monkey_55095"" were sent at 8:57 PM—nearly two hours after Tyler Robinson was already in police custody at 6:25 PM. How does a man in a cell send a Discord confession? They aren't just cropping videos; they are fabricating digital fingerprints. 

The Photo Manipulation: The FBI released ""enhanced"" photos of the suspect to the public... after he was already in custody. Why release a ""wanted"" photo of a man you already have in shackles? 📸⛓️

The Shadow Doesn't Lie: Baron analyzed a second neighborhood doorbell camera and proved, based on the angle of the shadows, that the footage could not have been taken at the time the FBI claimed. The sun doesn't lie, but the Bureau apparently does.

Why are the FBI and TMZ lying to you? Why are they so desperately editing these videos? If this was a ""lone wolf,"" they wouldn't need to hide the fact that he was heading into the backyard of a property tied to Phil Lyman’s family. 

🎙️ THE FINAL WORD:
Only a fool—or someone under the express direction of one—could look at these two ""coincidental"" crops and not see a cover-up. They are treating the American people like prisoners in a cave, showing us shadows on the wall and calling it reality. ⛓️👤

What are they hiding in that backyard? Who was waiting in that car? It is time to stop looking at the shadows and start looking at the people holding the camera.

This massive breakthrough was obtained by @alleytopfiles. FOLLOW Her! 
They can crop the video, but they can't crop the truth. 

🕵️‍♂️👇 SHARE THIS.",en,Tweet,496,3480,1036,58,193176,4/11/2026
'2042962774419018047',@Maltophiliac as hostile witnesses you retard,en,Reply,0,58,0,3,1722,4/11/2026
'2042962449859568053',@conorsaintlouis @TheQuartering he's a snowflake obviously. he has also gone on a massive blocking spree too. He became completely unhinged on his video game channel last night. check this out. https://t.co/EnfrBARrJK,en,Reply,0,32,3,8,4457,4/11/2026
'2042960916136771968',@CITIZEN_FLX @TheQuartering It's sad when you would rather watch the AI Slop news channels then watch him reading the news. They have more personality.,en,Reply,0,13,0,2,751,4/11/2026
'2042631718260056430',"🚨MUST WATCH: Palm Beach Pete Just Took A Lie Detector Test And Failed Miserably Results That Prove He's Hiding Something.📈❌

Palm Beach Pete, in a desperate attempt to prove he is NOT Jeffrey Epstein, just took a lie detector test and FAILED IT MISERABLY.

He was caught being deceptive on the most critical question of all: ""Have you and Jeffrey Epstein ever been in the same room together?""

Watch him squirm. First, he tries to downplay it: ""I was at a party and he was at that party. I never spoke to him. I never met him.""

Then, when pressed, he admits: ""So the answer is yes, the answer was yes. I was in a room and he was in the same room.""

And the polygrapher's devastating response? ""No, I'm getting a little deception there.""

Pete's final, pathetic words? ""What can I tell you?""

I don't know the truth!

You don't know the truth? A man goes on national television, desperate to clear his name from the biggest conspiracy of the century, and his final defense is ""I don't know the truth""?

That's not a denial. That's a confession.

This is the most pathetic attempt at a cover-up we have ever seen. An innocent man doesn't fail a polygraph about his connection to the person he supposedly looks like. An innocent man doesn't fumble his own story. An innocent man doesn't end his defense by claiming he doesn't know the truth.

He failed the test. He was caught in a lie. He has the same face, the same teeth, the same tattoo, the same locations, the same ""partnerships,"" and now, he has a failed polygraph to his name.

How much more proof does the world need? They faked Epstein's death, and this bumbling fool is the result.

He failed the lie detector test. Share this everywhere. The truth is coming out, whether they like it or not. 🇺🇸⚓️

From: @dom_lucre",en,Tweet,0,2516,1015,159,579359,4/10/2026
'2042841552708407464',@triggersmarthq I saw he call for a DNA test and prove it once and for all.,en,Reply,0,11,0,1,2355,4/11/2026
'2042798985505583346',"SHOCKING: Pastor James Kaddis Claims Investigating Erika Kirk Is A DEMONIC Act. —Watch Erika’s Proxy Try to Claim Were All Just JEALOUS🤡

LMAO. According to Pastor James Kaddis, if you’re asking where the TPUSA money went or why the ""official story"" of Charlie Kirk’s death keeps changing, you aren’t a seeker of truth—you’re just ""jealous."" 🤡

This clip is a goldmine because it shows exactly how the TPUSA/Biblein365 leadership uses ""spiritual gaslighting"" to avoid financial and moral accountability. By framing a legitimate investigation into murder, fraud and contradictory statements as ""demonic jealousy,"" they are attempting to insulate Erika from the consequences of her own paper trail.

Kaddis goes full proxy for Erika Kirk, claiming the investigation into her ""pathological lies"" is actually a demonic attack because she’s a ""Daughter of the King.""

THE REALITY CHECK:
The ""Jealousy"" Card: They want you to believe we hate her for ""what she has."" NO. We call her out for what she LACKS: Authenticity and Honesty. 

Lawfare & Proxies: Instead of answering the hard questions about the TPUSA fraud, Erika hides behind pastors who use the pulpit to threaten investigators with ""spiritual warfare.""

Notice how they frame a forensic investigation into their public records as being ""inspired by the Father of Lies."" It’s the ultimate shield for a pathological liar.

Erika Kirk isn’t being ""persecuted"" for her faith; she’s being EXPOSED for her inauthenticity. The ""King’s Daughter"" shouldn't need a team of proxies and lawfare threats to cover her tracks.

SOUND OFF: Is this ""spiritual discernment"" or just a desperate attempt to protect a sinking ship? 🚢⚓️",en,Tweet,0,271,53,87,548177,4/10/2026
'2042840938670604633',"@Rissajohns So true, especially Erika.",es,Reply,0,13,0,1,1765,4/11/2026
'2042840806017437840',@ImGinnyRobinson just as unfunny as them that's for sure.,en,Reply,0,15,0,2,1802,4/11/2026
'2042806864237228100',"🚨 THE MASK SLIPS: Erika Kirk CLAIMS Her Marriage To Charlie Was PERFECT And Gets Fact Checked By Her OWN Pastor— Kaddis Says He WARNED Charlie He Was Too Gullible🤯

This clip is a psychological goldmine for anyone tracking the TPUSA/Kirk investigation. In a bizarre back-and-forth, Erika Kirk goes on a scripted rant about her ""obsessive, perfect marriage,"" but Pastor James Kaddis can’t help but correct the record in real-time.

The most ""telling"" part? Kaddis admits Charlie was a ""sponge"" who bought everything ""hook, line, and sinker.""

🔍 THE BREAKDOWN:
The ""Perfect"" Lie: Erika tries to claim the marriage was a ""perfect"" fire that never burned out. Kaddis immediately jumps in to ""take the liberty"" of telling the truth: They had issues. They had disagreements. It wasn't the fairytale Erika is selling.

The ""Gullible"" Reveal: Kaddis admits that Charlie was incredibly easy to manipulate. He ""bought it hook, line, and sinker."" This confirms what we’ve been saying: Was Charlie being led to his own demise by those around him?

The Ominous Warning: Kaddis admits he told Charlie: ""Beware... what you do can either RUIN your wife or bless her."" Why was Kaddis so worried about Charlie ""ruining"" Erika? What was happening behind closed doors that required such a heavy warning?

🎙️ THE ""CRINGE"" MOMENT:
Erika’s face as Kaddis takes ""the liberty"" to remind her—and the audience—that he knows more about their private life than anyone. He isn't just a pastor; he's the gatekeeper of their secrets.

WHO WAS PULLING THE STRINGS? 🧵 If Charlie was a ""sponge"" who believed everything he was told, who was doing the talking? Was Charlie’s ""gullibility"" the very thing that led to the fraud at TPUSA and his eventual ""assassination""?

SOUND OFF: Why is Kaddis working so hard to remind Erika that HE knows the ""reality"" of her marriage? Is this a spiritual check or a subtle threat?",en,Tweet,1775,3012,432,371,641830,4/10/2026
'2042840620964741577',@Amberleefraz big time,en,Reply,0,45,0,1,8161,4/11/2026
'2042840399849369885',@ScarikaKirk big time. she so cringe.,en,Reply,0,116,1,2,8355,4/11/2026
'2042822555724058675',"🚨EXPOSED: Erika Kirk And Her Proxy PRAY For God To ""BREAK OUR TEETH AND OUR MOUTH""—They're WEAPONIZING The Bible To Call For VIOLENCE Against Their Critics😱

This clip is the definition of ""mask off"" for Erika Kirk and Turning Point Faith leadership. Under the guise of ""forgiveness"" and ""kingdom business,"" Erika Kirk and her proxies just issued a chilling message to anyone investigating the truth behind Charlie Kirk’s death and the organization's finances.

Watch this and tell me it isn't a direct threat.  

Erika Kirk and her ""pastor"" proxies just took spiritual gaslighting to a dangerous new level. While preaching about ""forgiveness,"" they just subliminally green-lit their followers to attack investigators.

🔍 THE BREAKDOWN:
""Demonic Acclamation"": Pastor James Kaddis claims that if you find anything ""suspect"" about Erika’s narrative, you aren't an investigator—you have a ""demonic acclamation."" It’s the ultimate way to dehumanize critics. 📁👹

The Low-Key Call for Violence: Kaddis openly admits he prays for God to ""BREAK THEIR TEETH AND THEIR MOUTH."" Erika’s response? A firm ""Amen."" They are literally asking for physical harm to come to those asking for transparency. 🦷💥

Subliminal Targeting: By labeling truth-seekers as ""evil"" and ""inspired by the Father of Lies,"" they are telling their followers that attacking us is a ""spiritual duty."" This is how you weaponize a fan base.

The ""Ignore the Noise"" Shield: Erika claims her energy only goes to her ""business"" and her kids, yet she spent the entire segment obsessing over the ""horrible things being said."" If it's just ""noise,"" why are they praying for our dental work to be destroyed? 

🎙️ THE CRINGE MOMENT:
""I don’t think there’s anything wrong with praying the prayer... God break their teeth in their mouth. I’m praying that prayer for a lot of people."" — Pastor James Kaddis

⚠️ THE REALITY:
They are terrified. They are calling for ""perfect justice"" because they know the human justice system—and the investigative receipts—are closing in. When you can’t answer the fraud allegations, you start praying for the investigator’s mouth to be shut. Literally.

WHO IS THE REAL ""DEATH CULT""? 🏛️💀 They claim we are drinking poison, but they are the ones praying for violence in the name of the ""Prince of Peace.""

SOUND OFF: Is this a prayer meeting or a mob hit disguised as a sermon?",en,Tweet,0,349,95,84,37641,4/11/2026
'2042840223629955419',@Matrixlife7 agreed. just look how she talks to her former roommate as well as underage girls.,en,Reply,0,7,0,0,208,4/11/2026
'2042839974152659056',@dianesessions i bet he did.,en,Reply,0,12,1,0,237,4/11/2026
'2042839839653974214',@Nickel553 I agree. this is exactly why nobody likes her.,en,Reply,0,16,1,1,211,4/11/2026
'2042839692438118606',@RoseySuspicions none of them are serious people.,en,Reply,0,11,0,0,273,4/11/2026
